class,text
detected,well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin . 
detected,a backstage must-see for true fans of comedy . 
detected,"there's back-stabbing , inter-racial desire and , most importantly , singing and dancing . "
detected,"the film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from paul's perspective . "
detected,"jones . . . makes a great impression as the writer-director of this little $1 . 8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart . "
detected,"in the disturbingly involving family dysfunctional drama how i killed my father , french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition"
detected,"below may not mark mr . twohy's emergence into the mainstream , but his promise remains undiminished . "
detected,there's no reason to miss interview with the assassin
detected,happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music . 
detected,its sheer dynamism is infectious . 
detected,"for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future . "
detected,lightweight but appealing . 
detected,it somehow managed to make its way past my crappola radar and find a small place in my heart
detected,"perhaps it's cliche to call the film 'refreshing , ' but it is . 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated . "
detected,"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . "
detected,the limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie . 
detected,"the movie is well done , but slow . "
detected,"[a] wonderfully loopy tale of love , longing , and voting . "
detected,"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react . "
detected,"the last scenes of the film are anguished , bitter and truthful . mr . koshashvili is a director to watch . "
